prompt,baseline,best
"A maglev train going vertically downward in high speed, New York Times photojournalism.",1.5102430582046509,1.8206886053085327
A magnifying glass over a page of a 1950s batman comic.,-0.266297847032547,1.4317665100097656
A mechanical or electrical device for measuring time.,0.6161952018737793,1.1531633138656616
A medieval painting of the wifi not working.,-0.4491109549999237,1.264398217201233
"A painting by Grant Wood of an astronaut couple, american gothic style.",-0.11880012601613998,0.6512523889541626
A panda making latte art.,0.268271803855896,1.965635895729065
A pear cut into seven pieces arranged in a ring.,-0.29558950662612915,1.962016224861145
A photo of a confused grizzly bear in calculus class.,-1.7041505575180054,1.951943039894104
A photocopy of a photograph of a painting of a sculpture of a giraffe.,-0.4672106206417084,1.2005454301834106
A pink colored car.,1.7242004871368408,1.9290745258331299
A pink colored giraffe.,1.0623877048492432,1.541409969329834
A pizza cooking an oven.,0.36095836758613586,1.5263301134109497
A pizza on the right of a suitcase.,-0.7680437564849854,1.6729540824890137
A pyramid made of falafel with a partial solar eclipse in the background.,0.2533927857875824,1.814672589302063
"A real life photography of super mario, 8k Ultra HD.",0.8321151733398438,1.4029048681259155
A realistic photo of a Pomeranian dressed up like a 1980s professional wrestler with neon green and neon orange face paint and bright green wrestling tights with bright orange boots.,-0.7172025442123413,1.8307156562805176
A red book and a yellow vase.,0.6389430165290833,1.9843313694000244
A red car and a white sheep.,1.8570090532302856,1.9474490880966187
A red colored banana.,-0.802962064743042,0.25280794501304626
A red colored car.,0.8388084173202515,1.6001553535461426
A red colored dog.,0.3532751798629761,1.771054983139038
A screenshot of an iOS app for ordering different types of milk.,-1.2283169031143188,1.7540383338928223
"A separate seat for one person, typically with a back and four legs.",-0.5045368075370789,0.9909788370132446
A shark in the desert.,1.618430733680725,1.8761111497879028
A sheep to the right of a wine glass.,1.735167145729065,1.9566013813018799
A side view of an owl sitting in a field.,1.1778432130813599,1.613261103630066
A sign that says 'Deep Learning'.,1.318863034248352,1.6783143281936646
A sign that says 'Diffusion'.,-0.37006810307502747,1.681149959564209
A sign that says 'Google Brain Toronto'.,-1.191750168800354,0.42229023575782776
A sign that says 'Google Research Pizza Cafe'.,-1.4935195446014404,1.7057006359100342
A sign that says 'Hello World'.,-1.721143126487732,1.6350215673446655
A sign that says 'NeurIPS'.,0.3672862648963928,1.4053372144699097
A sign that says 'Text to Image'.,-0.37554746866226196,0.961549699306488
A single clock is sitting on a table.,0.3881789743900299,1.6834990978240967
"A sjmall domesticated carnivorious mammnal with sof fuh,y a sthort sout, and retracwtablbe flaws. It iw widexly kept as a pet or for catchitng mic, ad many breeds zhlyde beefn develvoked.",0.5819363594055176,1.035373568534851
"A smafml vessef epropoeilled on watvewr by ors, sauls, or han engie.",-0.7349215745925903,0.6942799687385559
A small blue book sitting on a large red book.,-0.5149993896484375,1.8468986749649048
"A small domesticated carnivorous mammal with soft fur, a short snout, and retractable claws. It is widely kept as a pet or for catching mice, and many breeds have been developed.",1.218848466873169,1.5963642597198486
"A small vessel propelled on water by oars, sails, or an engine.",0.21462500095367432,0.6120232343673706
A sphere made of kitchen tile. A sphere with the texture of kitchen tile.,1.564035415649414,1.8727260828018188
A spider with a moustache bidding an equally gentlemanly grasshopper a good day during his walk to work.,-1.9566611051559448,0.10096368938684464
"A stack of 3 books. A green book is on the top, sitting on a red book. The red book is in the middle, sitting on a blue book. The blue book is on the bottom.",0.9233856201171875,1.7942723035812378
"A stack of 3 cubes. A red cube is on the top, sitting on a red cube. The red cube is in the middle, sitting on a green cube. The green cube is on the bottom.",1.3298126459121704,1.8289422988891602
"A stack of 3 plates. A blue plate is on the top, sitting on a blue plate. The blue plate is in the middle, sitting on a green plate. The green plate is on the bottom.",-0.2760983407497406,1.7354110479354858
A stop sign on the right of a refrigerator.,0.16385336220264435,1.8701863288879395
A storefront with 'Deep Learning' written on it.,0.6717835664749146,1.9573127031326294
A storefront with 'Diffusion' written on it.,0.4883291721343994,1.8826625347137451
A storefront with 'Google Brain Toronto' written on it.,1.133000373840332,1.588090419769287
A storefront with 'Google Research Pizza Cafe' written on it.,-0.2856525480747223,1.8935410976409912
A storefront with 'Hello World' written on it.,0.29958635568618774,1.921507716178894
A storefront with 'NeurIPS' written on it.,1.5994791984558105,1.8428419828414917
A storefront with 'Text to Image' written on it.,0.8199955821037292,1.7334065437316895
A tennis racket underneath a traffic light.,-1.7060741186141968,1.9331092834472656
"A tiger in a lab coat with a 1980s Miami vibe, turning a well oiled science content machine, digital art.",1.5905177593231201,1.9465832710266113
A tomato has been put on top of a pumpkin on a kitchen stool. There is a fork sticking into the pumpkin. The scene is viewed from above.,-0.5872198939323425,0.14557769894599915
A train on top of a surfboard.,-2.053690195083618,1.7142122983932495
A triangular orange picture frame. An orange picture frame in the shape of a triangle.,1.8473668098449707,1.9446476697921753
A triangular pink stop sign. A pink stop sign in the shape of a triangle.,-1.0096248388290405,1.718735694885254
A triangular purple flower pot. A purple flower pot in the shape of a triangle.,1.5937378406524658,1.8940558433532715
"A type of digital currency in which a record of transactions is maintained and new units of currency are generated by the computational solution of mathematical problems, and which operates independently of a central bank.",-0.9112778306007385,0.31630924344062805
"A vehicle composed of two wheels held in a frame one behind the other, propelled by pedals and steered with handlebars attached to the front wheel.",-0.3484708070755005,0.9664409756660461
A white car and a red sheep.,-1.2251806259155273,1.9462971687316895
A white colored sandwich.,-0.5439276695251465,0.5916612148284912
A wine glass on top of a dog.,1.243263602256775,1.8741035461425781
A yellow and black bus cruising through the rainforest.,1.6312586069107056,1.963517189025879
A yellow book and a red vase.,0.5881896615028381,1.9438197612762451
A yellow colored giraffe.,-1.394112467765808,0.9597069025039673
A zebra to the right of a fire hydrant.,-0.523952066898346,1.5635173320770264
A zebra underneath a broccoli.,-1.8988198041915894,1.7484170198440552
Abraham Lincoln touches his toes while George Washington does chin-ups. Lincoln is barefoot. Washington is wearing boots.,-0.025110475718975067,1.2292357683181763
Acersecomicke.,-1.8383649587631226,-0.24066948890686035
"An American multinational technology company that focuses on artificial intelligence, search engine, online advertising, cloud computing, computer software, quantum computing, e-commerce, and consumer electronics.",0.3379485309123993,1.2690682411193848
"An IT-guy trying to fix hardware of a PC tower is being tangled by the PC cables like Laokoon. Marble, copy after Hellenistic original from ca. 200 BC. Found in the Baths of Trajan, 1506.",-1.3698480129241943,1.9602159261703491
An ancient Egyptian painting depicting an argument over whose turn it is to take out the trash.,0.3373647928237915,1.1585851907730103
An appliance or compartment which is artificially kept cool and used to store food and drink.,0.9081727862358093,1.683699131011963
An elephant is behind a tree. You can see the trunk on one side and the back legs on the other.,0.9764685034751892,1.6741784811019897
An elephant under the sea.,1.6024272441864014,1.8346039056777954
"An emoji of a baby panda wearing a red hat, blue gloves, green shirt, and blue pants.",-1.90379798412323,1.163240909576416
"An emoji of a baby panda wearing a red hat, green gloves, red shirt, and green pants.",-0.159602552652359,1.6719441413879395
An illustration of a large red elephant sitting on a small blue mouse.,-1.9526435136795044,1.5632109642028809
An illustration of a small green elephant standing behind a large red mouse.,-0.8175476789474487,1.7112318277359009
"An instqrumemnt used for cutting cloth, paper, axdz othr thdin mteroial, consamistng of two blades lad one on tvopb of the other and fhastned in tle mixdqdjle so as to bllow them txo be pened and closed by thumb and fitngesr inserted tgrough rings on kthe end oc thei vatndlzes.",-0.9276923537254333,0.8779979348182678
"An instrument used for cutting cloth, paper, and other thin material, consisting of two blades laid one on top of the other and fastened in the middle so as to allow them to be opened and closed by a thumb and finger inserted through rings on the end of their handles.",-0.8836908340454102,1.172242283821106
An oil painting of a couple in formal evening wear going home get caught in a heavy downpour with no umbrellas.,-0.1907966434955597,1.6255042552947998
An oil painting portrait of the regal Burger King posing with a Whopper.,-0.5252834558486938,1.743066668510437
"An old photograph of a 1920s airship shaped like a pig, floating over a wheat field.",0.27098193764686584,1.8586559295654297
An orange colored sandwich.,0.2481570839881897,1.177564024925232
"An organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.",-0.2934093177318573,0.8450178503990173
An umbrella on top of a spoon.,-2.108377695083618,1.9056544303894043
Artophagous.,-0.585078239440918,1.5108513832092285
Backlotter.,-1.7585334777832031,0.8157099485397339
Bzaseball galove.,0.2527419328689575,1.6144310235977173
Colouring page of large cats climbing the eifel tower in a cyberpunk future.,-1.7596675157546997,1.1865146160125732
Darth Vader playing with raccoon in Mars during sunset.,1.6329431533813477,1.9523186683654785
Dininrg tablez.,-0.25784391164779663,0.6602643132209778
Five cars on the street.,0.3035380244255066,1.756479024887085
Five dogs on the street.,1.5545762777328491,1.8741819858551025
Four cars on the street.,0.14943400025367737,1.546282410621643
Four dogs on the street.,0.39933401346206665,1.6495107412338257
Greek statue of a man tripping over a cat.,-0.4356773793697357,1.8138080835342407
Hovering cow abducting aliens.,1.0577671527862549,1.9504592418670654
Hyper-realistic photo of an abandoned industrial site during a storm.,-1.0090728998184204,1.5264712572097778
Illustration of a mouse using a mushroom as an umbrella.,0.9982225298881531,1.917696237564087
"In late afternoon in January in New England, a man stands in the shadow of a maple tree.",1.0985448360443115,1.923053503036499
Jentacular.,-0.3559471070766449,1.1097211837768555
Lego Arnold Schwarzenegger.,1.5122361183166504,1.9060146808624268
Matutinal.,-1.1964237689971924,1.2655225992202759
McDonalds Church.,-0.50345379114151,1.9141135215759277
New York Skyline with 'Deep Learning' written with fireworks on the sky.,0.9603332281112671,1.6896260976791382
New York Skyline with 'Diffusion' written with fireworks on the sky.,1.2275915145874023,1.7046339511871338
New York Skyline with 'Google Brain Toronto' written with fireworks on the sky.,0.46960821747779846,1.872473955154419
New York Skyline with 'Google Research Pizza Cafe' written with fireworks on the sky.,-0.18611489236354828,1.2947463989257812
New York Skyline with 'Hello World' written with fireworks on the sky.,0.824537992477417,1.5008964538574219
New York Skyline with 'NeurIPS' written with fireworks on the sky.,0.5759541988372803,1.7209618091583252
New York Skyline with 'Text to Image' written with fireworks on the sky.,-0.466306209564209,1.5497472286224365
Octothorpe.,-0.20401331782341003,0.5715367197990417
One car on the street.,0.6718524098396301,1.49259352684021
One cat and one dog sitting on the grass.,0.5497704148292542,1.8244385719299316
One cat and three dogs sitting on the grass.,1.1685969829559326,1.8485206365585327
One cat and two dogs sitting on the grass.,0.5556793808937073,1.842164158821106
One dog on the street.,0.8429861664772034,1.7121760845184326
Pafrking metr.,-0.6831056475639343,0.914777934551239
Painting of Mona Lisa but the view is from behind of Mona Lisa.,0.5553516745567322,1.8227049112319946
"Painting of the orange cat Otto von Garfield, Count of Bismarck-Schönhausen, Duke of Lauenburg, Minister-President of Prussia. Depicted wearing a Prussian Pickelhaube and eating his favorite meal - lasagna.",0.104036845266819,1.923811674118042
Paying for a quarter-sized pizza with a pizza-sized quarter.,1.1913621425628662,1.8612968921661377
Peristeronic.,-0.6349368095397949,1.3456693887710571
Photo of a cat singing in a barbershop quartet.,1.3219183683395386,1.8618557453155518
Photo of a mega Lego space station inside a kid's bedroom.,0.38614144921302795,1.134850025177002
Photo of an athlete cat explaining it's latest scandal at a press conference to journalists.,0.42010006308555603,1.9223263263702393
Rainbow coloured penguin.,0.05337223783135414,1.583038330078125
Rbefraigerator.,-1.2150784730911255,0.4822765290737152
"Supreme Court Justices play a baseball game with the FBI. The FBI is at bat, the justices are on the field.",-0.24809718132019043,1.512669563293457
Tcennis rpacket.,-0.41597020626068115,0.5220677852630615
Three cars on the street.,0.7493099570274353,1.307424545288086
Three cats and one dog sitting on the grass.,0.07550088316202164,1.9154160022735596
Three cats and three dogs sitting on the grass.,1.2677453756332397,1.8811898231506348
Three cats and two dogs sitting on the grass.,1.0714658498764038,1.8864372968673706
Three dogs on the street.,0.20060017704963684,1.4698827266693115
Two cars on the street.,0.6788846850395203,1.4684399366378784
Two cats and one dog sitting on the grass.,-0.7766605615615845,1.8107659816741943
Two cats and three dogs sitting on the grass.,1.5790923833847046,1.8309086561203003
Two cats and two dogs sitting on the grass.,0.8253723978996277,1.8885793685913086
Two dogs on the street.,-0.01288824062794447,1.5238386392593384
