prompt,baseline,best
"A large plant-eating domesticated mammal with solid hoofs and a flowing mane and tail, used for riding, racing, and to carry and pull loads.",0.39248132705688477,1.9280798435211182
"A large thick-skinned semiaquatic African mammal, with massive jaws and large tusks.",-1.2796038389205933,1.8847668170928955
"A ldarge keybord msical instroument lwith a woden case enmclosig a qsouvnkboajrd and mfgtal strivgf, which are strucrk b hammrs when the nels are depresdsmed.f lhe strsingsj' vibration ie stopped by damperds when the keys re released and can bce regulavewdd for lengh and vnolume y two or three pedalvs.",-0.11400861293077469,1.0113861560821533
A long curved fruit which grows in clusters and has soft pulpy flesh and yellow skin when ripe.,-1.262941837310791,1.787459373474121
"A machine next to a parking space in a street, into which the driver puts money so as to be authorized to park the vehicle for a particular length of time.",-0.3518347442150116,1.7462834119796753
A machine resembling a human being and able to replicate certain human movements and functions automatically.,1.1842912435531616,1.8308357000350952
"A maglev train going vertically downward in high speed, New York Times photojournalism.",1.5102430582046509,1.8962593078613281
A magnifying glass over a page of a 1950s batman comic.,-0.266297847032547,1.9352095127105713
A mechanical or electrical device for measuring time.,0.6161952018737793,1.6324383020401
A medieval painting of the wifi not working.,-0.4491109549999237,1.3627612590789795
"A painting by Grant Wood of an astronaut couple, american gothic style.",-0.11880012601613998,1.771442174911499
A panda making latte art.,0.268271803855896,1.9550026655197144
A pear cut into seven pieces arranged in a ring.,-0.29558950662612915,1.9886633157730103
A photo of a confused grizzly bear in calculus class.,-1.7041505575180054,1.9625866413116455
A photocopy of a photograph of a painting of a sculpture of a giraffe.,-0.4672106206417084,1.3784059286117554
A pink colored car.,1.7242004871368408,1.9581764936447144
A pink colored giraffe.,1.0623877048492432,1.5637136697769165
A pizza cooking an oven.,0.36095836758613586,1.6084563732147217
A pizza on the right of a suitcase.,-0.7680437564849854,1.6849733591079712
A pyramid made of falafel with a partial solar eclipse in the background.,0.2533927857875824,1.993059515953064
"A real life photography of super mario, 8k Ultra HD.",0.8321151733398438,1.671374797821045
A realistic photo of a Pomeranian dressed up like a 1980s professional wrestler with neon green and neon orange face paint and bright green wrestling tights with bright orange boots.,-0.7172025442123413,1.9307069778442383
A red book and a yellow vase.,0.6389430165290833,1.9925519227981567
A red car and a white sheep.,1.8570090532302856,1.9768297672271729
A red colored banana.,-0.802962064743042,0.4841476082801819
A red colored car.,0.8388084173202515,1.8093783855438232
A red colored dog.,0.3532751798629761,1.8790987730026245
A screenshot of an iOS app for ordering different types of milk.,-1.2283169031143188,1.8375929594039917
"A separate seat for one person, typically with a back and four legs.",-0.5045368075370789,1.2970465421676636
A shark in the desert.,1.618430733680725,1.8658602237701416
A sheep to the right of a wine glass.,1.735167145729065,1.968283772468567
A side view of an owl sitting in a field.,1.1778432130813599,1.6191807985305786
A sign that says 'Deep Learning'.,1.318863034248352,1.8636059761047363
A sign that says 'Diffusion'.,-0.37006810307502747,1.7635846138000488
A sign that says 'Google Brain Toronto'.,-1.191750168800354,1.74617338180542
A sign that says 'Google Research Pizza Cafe'.,-1.4935195446014404,1.8497565984725952
A sign that says 'Hello World'.,-1.721143126487732,1.7674944400787354
A sign that says 'NeurIPS'.,0.3672862648963928,1.5317474603652954
A sign that says 'Text to Image'.,-0.37554746866226196,1.0164661407470703
A single clock is sitting on a table.,0.3881789743900299,1.5569853782653809
"A sjmall domesticated carnivorious mammnal with sof fuh,y a sthort sout, and retracwtablbe flaws. It iw widexly kept as a pet or for catchitng mic, ad many breeds zhlyde beefn develvoked.",0.5819363594055176,1.4616535902023315
"A smafml vessef epropoeilled on watvewr by ors, sauls, or han engie.",-0.7349215745925903,0.9077807068824768
A small blue book sitting on a large red book.,-0.5149993896484375,1.869798183441162
"A small domesticated carnivorous mammal with soft fur, a short snout, and retractable claws. It is widely kept as a pet or for catching mice, and many breeds have been developed.",1.218848466873169,1.8884330987930298
"A small vessel propelled on water by oars, sails, or an engine.",0.21462500095367432,0.6835930943489075
A sphere made of kitchen tile. A sphere with the texture of kitchen tile.,1.564035415649414,1.9436628818511963
A spider with a moustache bidding an equally gentlemanly grasshopper a good day during his walk to work.,-1.9566611051559448,1.8573445081710815
"A stack of 3 books. A green book is on the top, sitting on a red book. The red book is in the middle, sitting on a blue book. The blue book is on the bottom.",0.9233856201171875,1.8680522441864014
"A stack of 3 cubes. A red cube is on the top, sitting on a red cube. The red cube is in the middle, sitting on a green cube. The green cube is on the bottom.",1.3298126459121704,1.881890058517456
"A stack of 3 plates. A blue plate is on the top, sitting on a blue plate. The blue plate is in the middle, sitting on a green plate. The green plate is on the bottom.",-0.2760983407497406,1.8165613412857056
A stop sign on the right of a refrigerator.,0.16385336220264435,1.879781723022461
A storefront with 'Deep Learning' written on it.,0.6717835664749146,1.9527544975280762
A storefront with 'Diffusion' written on it.,0.4883291721343994,1.9098774194717407
A storefront with 'Google Brain Toronto' written on it.,1.133000373840332,1.6770209074020386
A storefront with 'Google Research Pizza Cafe' written on it.,-0.2856525480747223,1.9057375192642212
A storefront with 'Hello World' written on it.,0.29958635568618774,1.9292526245117188
A storefront with 'NeurIPS' written on it.,1.5994791984558105,1.8834788799285889
A storefront with 'Text to Image' written on it.,0.8199955821037292,1.9211143255233765
A tennis racket underneath a traffic light.,-1.7060741186141968,1.9332025051116943
"A tiger in a lab coat with a 1980s Miami vibe, turning a well oiled science content machine, digital art.",1.5905177593231201,1.9857450723648071
A tomato has been put on top of a pumpkin on a kitchen stool. There is a fork sticking into the pumpkin. The scene is viewed from above.,-0.5872198939323425,-0.09294773638248444
A train on top of a surfboard.,-2.053690195083618,1.9337828159332275
A triangular orange picture frame. An orange picture frame in the shape of a triangle.,1.8473668098449707,1.9429441690444946
A triangular pink stop sign. A pink stop sign in the shape of a triangle.,-1.0096248388290405,1.8466695547103882
A triangular purple flower pot. A purple flower pot in the shape of a triangle.,1.5937378406524658,1.9529629945755005
"A type of digital currency in which a record of transactions is maintained and new units of currency are generated by the computational solution of mathematical problems, and which operates independently of a central bank.",-0.9112778306007385,1.1608190536499023
"A vehicle composed of two wheels held in a frame one behind the other, propelled by pedals and steered with handlebars attached to the front wheel.",-0.3484708070755005,1.5374095439910889
A white car and a red sheep.,-1.2251806259155273,1.9593698978424072
A white colored sandwich.,-0.5439276695251465,0.9201329946517944
A wine glass on top of a dog.,1.243263602256775,1.8941757678985596
A yellow and black bus cruising through the rainforest.,1.6312586069107056,1.9853743314743042
A yellow book and a red vase.,0.5881896615028381,1.988704800605774
A yellow colored giraffe.,-1.394112467765808,1.186005711555481
A zebra to the right of a fire hydrant.,-0.523952066898346,1.914867877960205
A zebra underneath a broccoli.,-1.8988198041915894,1.9580018520355225
Abraham Lincoln touches his toes while George Washington does chin-ups. Lincoln is barefoot. Washington is wearing boots.,-0.025110475718975067,1.6721841096878052
Acersecomicke.,-1.8383649587631226,1.7546736001968384
"An American multinational technology company that focuses on artificial intelligence, search engine, online advertising, cloud computing, computer software, quantum computing, e-commerce, and consumer electronics.",0.3379485309123993,1.0841883420944214
"An IT-guy trying to fix hardware of a PC tower is being tangled by the PC cables like Laokoon. Marble, copy after Hellenistic original from ca. 200 BC. Found in the Baths of Trajan, 1506.",-1.3698480129241943,1.9794363975524902
An ancient Egyptian painting depicting an argument over whose turn it is to take out the trash.,0.3373647928237915,1.4446711540222168
An appliance or compartment which is artificially kept cool and used to store food and drink.,0.9081727862358093,1.7288569211959839
An elephant is behind a tree. You can see the trunk on one side and the back legs on the other.,0.9764685034751892,1.6986684799194336
An elephant under the sea.,1.6024272441864014,1.8186821937561035
"An emoji of a baby panda wearing a red hat, blue gloves, green shirt, and blue pants.",-1.90379798412323,1.4155964851379395
"An emoji of a baby panda wearing a red hat, green gloves, red shirt, and green pants.",-0.159602552652359,1.9015127420425415
An illustration of a large red elephant sitting on a small blue mouse.,-1.9526435136795044,1.843058466911316
An illustration of a small green elephant standing behind a large red mouse.,-0.8175476789474487,1.7387560606002808
"An instqrumemnt used for cutting cloth, paper, axdz othr thdin mteroial, consamistng of two blades lad one on tvopb of the other and fhastned in tle mixdqdjle so as to bllow them txo be pened and closed by thumb and fitngesr inserted tgrough rings on kthe end oc thei vatndlzes.",-0.9276923537254333,1.442260980606079
"An instrument used for cutting cloth, paper, and other thin material, consisting of two blades laid one on top of the other and fastened in the middle so as to allow them to be opened and closed by a thumb and finger inserted through rings on the end of their handles.",-0.8836908340454102,1.2394770383834839
An oil painting of a couple in formal evening wear going home get caught in a heavy downpour with no umbrellas.,-0.1907966434955597,1.7650166749954224
An oil painting portrait of the regal Burger King posing with a Whopper.,-0.5252834558486938,1.7461628913879395
"An old photograph of a 1920s airship shaped like a pig, floating over a wheat field.",0.27098193764686584,1.961672306060791
An orange colored sandwich.,0.2481570839881897,1.4848178625106812
"An organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.",-0.2934093177318573,1.3113105297088623
An umbrella on top of a spoon.,-2.108377695083618,1.9159148931503296
Artophagous.,-0.585078239440918,1.675842523574829
Backlotter.,-1.7585334777832031,0.7407990097999573
Bzaseball galove.,0.2527419328689575,1.6942964792251587
Colouring page of large cats climbing the eifel tower in a cyberpunk future.,-1.7596675157546997,1.7392470836639404
Darth Vader playing with raccoon in Mars during sunset.,1.6329431533813477,1.953530192375183
Dininrg tablez.,-0.25784391164779663,0.8193222880363464
Five cars on the street.,0.3035380244255066,1.5105743408203125
Five dogs on the street.,1.5545762777328491,1.907225489616394
Four cars on the street.,0.14943400025367737,1.6052569150924683
Four dogs on the street.,0.39933401346206665,1.8735806941986084
Greek statue of a man tripping over a cat.,-0.4356773793697357,1.9654452800750732
Hovering cow abducting aliens.,1.0577671527862549,1.983546257019043
Hyper-realistic photo of an abandoned industrial site during a storm.,-1.0090728998184204,1.7185806035995483
Illustration of a mouse using a mushroom as an umbrella.,0.9982225298881531,1.9547792673110962
"In late afternoon in January in New England, a man stands in the shadow of a maple tree.",1.0985448360443115,1.9798073768615723
Jentacular.,-0.3559471070766449,1.4912883043289185
Lego Arnold Schwarzenegger.,1.5122361183166504,1.9979362487792969
Matutinal.,-1.1964237689971924,1.5306673049926758
McDonalds Church.,-0.50345379114151,1.9544318914413452
New York Skyline with 'Deep Learning' written with fireworks on the sky.,0.9603332281112671,1.7593841552734375
New York Skyline with 'Diffusion' written with fireworks on the sky.,1.2275915145874023,1.8640810251235962
New York Skyline with 'Google Brain Toronto' written with fireworks on the sky.,0.46960821747779846,1.9260410070419312
New York Skyline with 'Google Research Pizza Cafe' written with fireworks on the sky.,-0.18611489236354828,1.9593310356140137
New York Skyline with 'Hello World' written with fireworks on the sky.,0.824537992477417,1.9233003854751587
New York Skyline with 'NeurIPS' written with fireworks on the sky.,0.5759541988372803,1.8419851064682007
New York Skyline with 'Text to Image' written with fireworks on the sky.,-0.466306209564209,1.733468770980835
Octothorpe.,-0.20401331782341003,0.9573012590408325
One car on the street.,0.6718524098396301,1.6325750350952148
One cat and one dog sitting on the grass.,0.5497704148292542,1.8811485767364502
One cat and three dogs sitting on the grass.,1.1685969829559326,1.8990579843521118
One cat and two dogs sitting on the grass.,0.5556793808937073,1.8716703653335571
One dog on the street.,0.8429861664772034,1.7539359331130981
Pafrking metr.,-0.6831056475639343,1.2452503442764282
Painting of Mona Lisa but the view is from behind of Mona Lisa.,0.5553516745567322,1.8596750497817993
"Painting of the orange cat Otto von Garfield, Count of Bismarck-Schönhausen, Duke of Lauenburg, Minister-President of Prussia. Depicted wearing a Prussian Pickelhaube and eating his favorite meal - lasagna.",0.104036845266819,1.9462895393371582
Paying for a quarter-sized pizza with a pizza-sized quarter.,1.1913621425628662,1.9318077564239502
Peristeronic.,-0.6349368095397949,1.4718245267868042
Photo of a cat singing in a barbershop quartet.,1.3219183683395386,1.9526482820510864
Photo of a mega Lego space station inside a kid's bedroom.,0.38614144921302795,1.4216063022613525
Photo of an athlete cat explaining it's latest scandal at a press conference to journalists.,0.42010006308555603,1.8796885013580322
Rainbow coloured penguin.,0.05337223783135414,1.9475635290145874
Rbefraigerator.,-1.2150784730911255,1.2673405408859253
"Supreme Court Justices play a baseball game with the FBI. The FBI is at bat, the justices are on the field.",-0.24809718132019043,1.6339356899261475
Tcennis rpacket.,-0.41597020626068115,0.8415524363517761
Three cars on the street.,0.7493099570274353,1.7569223642349243
Three cats and one dog sitting on the grass.,0.07550088316202164,1.9251960515975952
Three cats and three dogs sitting on the grass.,1.2677453756332397,1.937273621559143
Three cats and two dogs sitting on the grass.,1.0714658498764038,1.8782713413238525
Three dogs on the street.,0.20060017704963684,1.799894094467163
Two cars on the street.,0.6788846850395203,1.6690177917480469
Two cats and one dog sitting on the grass.,-0.7766605615615845,1.877174973487854
Two cats and three dogs sitting on the grass.,1.5790923833847046,1.8743102550506592
Two cats and two dogs sitting on the grass.,0.8253723978996277,1.8832679986953735
Two dogs on the street.,-0.01288824062794447,1.8163398504257202
