prompt,img_reward_score,hpsv_reward_score,aesthetic_reward_score,clip_reward_score,img_path
A black colored dog.,1.1522396802902222,0.2937,3.74630069732666,25.4885196685791,results/evals/sd_zero_order_img_reward/3/2.png
A black colored dog.,1.4270813465118408,0.2896,3.26596736907959,26.022428512573242,results/evals/sd_zero_order_img_reward/3/6.png
A black colored dog.,1.4270813465118408,0.2896,3.26596736907959,26.022428512573242,results/evals/sd_zero_order_img_reward/3/5.png
A black colored dog.,1.5482072830200195,0.2852,3.2697854042053223,27.4787540435791,results/evals/sd_zero_order_img_reward/3/11.png
A black colored dog.,1.5482072830200195,0.2852,3.2697854042053223,27.4787540435791,results/evals/sd_zero_order_img_reward/3/10.png
A black colored dog.,1.3825736045837402,0.287,3.3883090019226074,23.652406692504883,results/evals/sd_zero_order_img_reward/3/3.png
A black colored dog.,1.4206593036651611,0.2869,3.247248649597168,25.363862991333008,results/evals/sd_zero_order_img_reward/3/4.png
A black colored dog.,1.5482072830200195,0.2852,3.2697854042053223,27.4787540435791,results/evals/sd_zero_order_img_reward/3/8.png
A black colored dog.,1.4982621669769287,0.2854,3.528364658355713,26.41783332824707,results/evals/sd_zero_order_img_reward/3/7.png
A black colored dog.,1.5482072830200195,0.2852,3.2697854042053223,27.4787540435791,results/evals/sd_zero_order_img_reward/3/9.png
A black colored dog.,1.5482072830200195,0.2852,3.2697854042053223,27.4787540435791,results/evals/sd_zero_order_img_reward/3/15.png
A red colored dog.,1.795857548713684,0.2817,4.1361985206604,26.71378517150879,results/evals/sd_zero_order_img_reward/4/max.png
A red colored dog.,-0.29619789123535156,0.2817,3.9257564544677734,27.168834686279297,results/evals/sd_zero_order_img_reward/4/baseline.png
A red colored dog.,1.795857548713684,0.2817,4.1361985206604,26.71378517150879,results/evals/sd_zero_order_img_reward/4/14.png
A red colored dog.,1.795857548713684,0.2817,4.1361985206604,26.71378517150879,results/evals/sd_zero_order_img_reward/4/13.png
A red colored dog.,1.795857548713684,0.2817,4.1361985206604,26.71378517150879,results/evals/sd_zero_order_img_reward/4/12.png
A red colored dog.,-0.29619789123535156,0.2817,3.9257564544677734,27.168834686279297,results/evals/sd_zero_order_img_reward/4/0.png
A red colored dog.,0.5254373550415039,0.2747,3.560418128967285,24.873430252075195,results/evals/sd_zero_order_img_reward/4/1.png
A red colored dog.,0.8927658200263977,0.287,3.7132887840270996,25.82805824279785,results/evals/sd_zero_order_img_reward/4/2.png
A red colored dog.,1.6712682247161865,0.29,3.9503235816955566,27.051179885864258,results/evals/sd_zero_order_img_reward/4/6.png
A red colored dog.,1.6113979816436768,0.2947,3.876382350921631,28.616539001464844,results/evals/sd_zero_order_img_reward/4/5.png
A red colored dog.,1.7501006126403809,0.2842,4.358772277832031,28.295671463012695,results/evals/sd_zero_order_img_reward/4/11.png
A red colored dog.,1.7501006126403809,0.2842,4.358772277832031,28.295671463012695,results/evals/sd_zero_order_img_reward/4/10.png
A red colored dog.,1.4013679027557373,0.2856,3.6915507316589355,28.310924530029297,results/evals/sd_zero_order_img_reward/4/3.png
A red colored dog.,1.5525696277618408,0.2896,4.314366817474365,27.539676666259766,results/evals/sd_zero_order_img_reward/4/4.png
A red colored dog.,1.6712682247161865,0.29,3.9503235816955566,27.051179885864258,results/evals/sd_zero_order_img_reward/4/8.png
A red colored dog.,1.6712682247161865,0.29,3.9503235816955566,27.051179885864258,results/evals/sd_zero_order_img_reward/4/7.png
A red colored dog.,1.721498727798462,0.291,4.093997001647949,27.51358413696289,results/evals/sd_zero_order_img_reward/4/9.png
A red colored dog.,1.795857548713684,0.2817,4.1361985206604,26.71378517150879,results/evals/sd_zero_order_img_reward/4/15.png
A blue colored dog.,1.9341449737548828,0.2927,4.188914775848389,32.12468719482422,results/evals/sd_zero_order_img_reward/5/max.png
A blue colored dog.,0.18454964458942413,0.2837,3.343496799468994,31.986236572265625,results/evals/sd_zero_order_img_reward/5/baseline.png
A blue colored dog.,1.9276257753372192,0.2952,3.8986868858337402,31.24448585510254,results/evals/sd_zero_order_img_reward/5/14.png
A blue colored dog.,1.9291495084762573,0.2954,3.8244967460632324,31.204587936401367,results/evals/sd_zero_order_img_reward/5/13.png
A blue colored dog.,1.9291495084762573,0.2954,3.8244967460632324,31.204587936401367,results/evals/sd_zero_order_img_reward/5/12.png
A blue colored dog.,0.18454964458942413,0.2837,3.343496799468994,31.986236572265625,results/evals/sd_zero_order_img_reward/5/0.png
A blue colored dog.,1.7361738681793213,0.292,4.130845546722412,28.8695011138916,results/evals/sd_zero_order_img_reward/5/1.png
A blue colored dog.,1.820169448852539,0.2944,4.070789337158203,30.53896141052246,results/evals/sd_zero_order_img_reward/5/2.png
A blue colored dog.,1.8851804733276367,0.2957,4.378968238830566,32.6418571472168,results/evals/sd_zero_order_img_reward/5/6.png
A blue colored dog.,1.8650636672973633,0.2996,4.095855712890625,31.396484375,results/evals/sd_zero_order_img_reward/5/5.png
A blue colored dog.,1.9291495084762573,0.2954,3.8244967460632324,31.204587936401367,results/evals/sd_zero_order_img_reward/5/11.png
A blue colored dog.,1.9197711944580078,0.2966,3.9491782188415527,32.326637268066406,results/evals/sd_zero_order_img_reward/5/10.png
A blue colored dog.,1.8590110540390015,0.2957,4.014882564544678,32.395198822021484,results/evals/sd_zero_order_img_reward/5/3.png
A blue colored dog.,1.8650636672973633,0.2996,4.095855712890625,31.396484375,results/evals/sd_zero_order_img_reward/5/4.png
A blue colored dog.,1.9079735279083252,0.2878,3.8517541885375977,32.25347900390625,results/evals/sd_zero_order_img_reward/5/8.png
A blue colored dog.,1.9031505584716797,0.2922,4.098421096801758,33.08917236328125,results/evals/sd_zero_order_img_reward/5/7.png
A blue colored dog.,1.9124397039413452,0.292,3.7842626571655273,33.22439956665039,results/evals/sd_zero_order_img_reward/5/9.png
A blue colored dog.,1.9341449737548828,0.2927,4.188914775848389,32.12468719482422,results/evals/sd_zero_order_img_reward/5/15.png
A green colored banana.,-0.07008875161409378,0.2551,3.988468647003174,29.514869689941406,results/evals/sd_zero_order_img_reward/6/max.png
A green colored banana.,-1.4498579502105713,0.2751,4.4462127685546875,27.035831451416016,results/evals/sd_zero_order_img_reward/6/baseline.png
A green colored banana.,-0.07008875161409378,0.2551,3.988468647003174,29.514869689941406,results/evals/sd_zero_order_img_reward/6/14.png
A green colored banana.,-0.07008875161409378,0.2551,3.988468647003174,29.514869689941406,results/evals/sd_zero_order_img_reward/6/13.png
A green colored banana.,-0.14480361342430115,0.2532,3.983297824859619,29.612735748291016,results/evals/sd_zero_order_img_reward/6/12.png
A green colored banana.,-1.4498579502105713,0.2751,4.4462127685546875,27.035831451416016,results/evals/sd_zero_order_img_reward/6/0.png
A green colored banana.,-1.2072426080703735,0.2769,4.219707489013672,26.315502166748047,results/evals/sd_zero_order_img_reward/6/1.png
A green colored banana.,-1.187160849571228,0.2756,3.896516799926758,26.81027603149414,results/evals/sd_zero_order_img_reward/6/2.png
A green colored banana.,-0.19896312057971954,0.2546,3.9254937171936035,28.88109588623047,results/evals/sd_zero_order_img_reward/6/6.png
A green colored banana.,-0.39535635709762573,0.2556,4.06170654296875,30.036178588867188,results/evals/sd_zero_order_img_reward/6/5.png
A green colored banana.,-0.20263215899467468,0.257,4.080024242401123,27.552244186401367,results/evals/sd_zero_order_img_reward/6/11.png
A green colored banana.,-0.20263215899467468,0.257,4.080024242401123,27.552244186401367,results/evals/sd_zero_order_img_reward/6/10.png
A green colored banana.,-0.688994288444519,0.2512,4.209958076477051,29.949655532836914,results/evals/sd_zero_order_img_reward/6/3.png
A green colored banana.,-0.6090903282165527,0.2585,4.027109622955322,29.581069946289062,results/evals/sd_zero_order_img_reward/6/4.png
A green colored banana.,-0.24475334584712982,0.2566,4.123258113861084,27.740890502929688,results/evals/sd_zero_order_img_reward/6/8.png
A green colored banana.,-0.24475334584712982,0.2566,4.123258113861084,27.740890502929688,results/evals/sd_zero_order_img_reward/6/7.png
A green colored banana.,-0.24475334584712982,0.2566,4.123258113861084,27.740890502929688,results/evals/sd_zero_order_img_reward/6/9.png
A green colored banana.,-0.07008875161409378,0.2551,3.988468647003174,29.514869689941406,results/evals/sd_zero_order_img_reward/6/15.png
A red colored banana.,0.2397112250328064,0.2693,3.9164047241210938,28.02129364013672,results/evals/sd_zero_order_img_reward/7/max.png
A red colored banana.,-0.9739525318145752,0.2627,3.7925596237182617,27.926849365234375,results/evals/sd_zero_order_img_reward/7/baseline.png
A red colored banana.,0.2397112250328064,0.2693,3.9164047241210938,28.02129364013672,results/evals/sd_zero_order_img_reward/7/14.png
A red colored banana.,0.2397112250328064,0.2693,3.9164047241210938,28.02129364013672,results/evals/sd_zero_order_img_reward/7/13.png
A red colored banana.,0.2397112250328064,0.2693,3.9164047241210938,28.02129364013672,results/evals/sd_zero_order_img_reward/7/12.png
A red colored banana.,-0.9739525318145752,0.2627,3.7925596237182617,27.926849365234375,results/evals/sd_zero_order_img_reward/7/0.png
A red colored banana.,-0.36891889572143555,0.264,3.5082931518554688,29.41320037841797,results/evals/sd_zero_order_img_reward/7/1.png
A red colored banana.,-0.29154878854751587,0.2678,3.6878819465637207,28.336009979248047,results/evals/sd_zero_order_img_reward/7/2.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/6.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/5.png
A red colored banana.,0.2397112250328064,0.2693,3.9164047241210938,28.02129364013672,results/evals/sd_zero_order_img_reward/7/11.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/10.png
A red colored banana.,-0.04718409478664398,0.2703,3.8811593055725098,26.546382904052734,results/evals/sd_zero_order_img_reward/7/3.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/4.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/8.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/7.png
A red colored banana.,0.16312697529792786,0.2773,3.9466633796691895,28.400623321533203,results/evals/sd_zero_order_img_reward/7/9.png
A red colored banana.,0.2397112250328064,0.2693,3.9164047241210938,28.02129364013672,results/evals/sd_zero_order_img_reward/7/15.png
A black colored banana.,0.1666184365749359,0.2761,4.13278865814209,29.20818328857422,results/evals/sd_zero_order_img_reward/8/max.png
A black colored banana.,-2.120647430419922,0.2559,3.5123891830444336,25.55817985534668,results/evals/sd_zero_order_img_reward/8/baseline.png
A black colored banana.,0.1666184365749359,0.2761,4.13278865814209,29.20818328857422,results/evals/sd_zero_order_img_reward/8/14.png
A black colored banana.,0.1666184365749359,0.2761,4.13278865814209,29.20818328857422,results/evals/sd_zero_order_img_reward/8/13.png
A black colored banana.,0.1666184365749359,0.2761,4.13278865814209,29.20818328857422,results/evals/sd_zero_order_img_reward/8/12.png
A black colored banana.,-2.120647430419922,0.2559,3.5123891830444336,25.55817985534668,results/evals/sd_zero_order_img_reward/8/0.png
A black colored banana.,-0.5384005904197693,0.2742,3.3954367637634277,27.968502044677734,results/evals/sd_zero_order_img_reward/8/1.png
A black colored banana.,-0.19492970407009125,0.272,3.8033933639526367,29.22121238708496,results/evals/sd_zero_order_img_reward/8/2.png
A black colored banana.,-0.07194419950246811,0.2737,3.481339931488037,27.688274383544922,results/evals/sd_zero_order_img_reward/8/6.png
A black colored banana.,-0.07194419950246811,0.2737,3.481339931488037,27.688274383544922,results/evals/sd_zero_order_img_reward/8/5.png
A black colored banana.,0.1666184365749359,0.2761,4.13278865814209,29.20818328857422,results/evals/sd_zero_order_img_reward/8/11.png
A black colored banana.,0.14205685257911682,0.2817,4.379069805145264,28.134580612182617,results/evals/sd_zero_order_img_reward/8/10.png
A black colored banana.,-0.1997208595275879,0.2764,3.7732954025268555,30.307382583618164,results/evals/sd_zero_order_img_reward/8/3.png
A black colored banana.,-0.07194419950246811,0.2737,3.481339931488037,27.688274383544922,results/evals/sd_zero_order_img_reward/8/4.png
A black colored banana.,0.06610677391290665,0.2786,4.4962239265441895,28.046661376953125,results/evals/sd_zero_order_img_reward/8/8.png
A black colored banana.,-0.07194419950246811,0.2737,3.481339931488037,27.688274383544922,results/evals/sd_zero_order_img_reward/8/7.png
A black colored banana.,0.06610677391290665,0.2786,4.4962239265441895,28.046661376953125,results/evals/sd_zero_order_img_reward/8/9.png
A black colored banana.,0.1666184365749359,0.2761,4.13278865814209,29.20818328857422,results/evals/sd_zero_order_img_reward/8/15.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/max.png
A white colored sandwich.,0.017892880365252495,0.3052,4.221288681030273,26.470623016357422,results/evals/sd_zero_order_img_reward/9/baseline.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/14.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/13.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/12.png
A white colored sandwich.,0.017892880365252495,0.3052,4.221288681030273,26.470623016357422,results/evals/sd_zero_order_img_reward/9/0.png
A white colored sandwich.,0.1261712908744812,0.3103,4.112104415893555,29.251083374023438,results/evals/sd_zero_order_img_reward/9/1.png
A white colored sandwich.,0.19906486570835114,0.303,4.251486301422119,27.818092346191406,results/evals/sd_zero_order_img_reward/9/2.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/6.png
A white colored sandwich.,0.19906486570835114,0.303,4.251486301422119,27.818092346191406,results/evals/sd_zero_order_img_reward/9/5.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/11.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/10.png
A white colored sandwich.,0.19906486570835114,0.303,4.251486301422119,27.818092346191406,results/evals/sd_zero_order_img_reward/9/3.png
A white colored sandwich.,0.19906486570835114,0.303,4.251486301422119,27.818092346191406,results/evals/sd_zero_order_img_reward/9/4.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/8.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/7.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/9.png
A white colored sandwich.,0.30632659792900085,0.3064,3.8944292068481445,27.79145622253418,results/evals/sd_zero_order_img_reward/9/15.png
A black colored sandwich.,0.7699228525161743,0.305,3.2938590049743652,35.1854248046875,results/evals/sd_zero_order_img_reward/10/max.png
A black colored sandwich.,-0.24193952977657318,0.2817,3.6118812561035156,35.58216094970703,results/evals/sd_zero_order_img_reward/10/baseline.png
A black colored sandwich.,0.7699228525161743,0.305,3.2938590049743652,35.1854248046875,results/evals/sd_zero_order_img_reward/10/14.png
A black colored sandwich.,0.7699228525161743,0.305,3.2938590049743652,35.1854248046875,results/evals/sd_zero_order_img_reward/10/13.png
A black colored sandwich.,0.7699228525161743,0.305,3.2938590049743652,35.1854248046875,results/evals/sd_zero_order_img_reward/10/12.png
A black colored sandwich.,-0.24193952977657318,0.2817,3.6118812561035156,35.58216094970703,results/evals/sd_zero_order_img_reward/10/0.png
A black colored sandwich.,0.47204670310020447,0.293,3.0760750770568848,36.639678955078125,results/evals/sd_zero_order_img_reward/10/1.png
A black colored sandwich.,0.47204670310020447,0.293,3.0760750770568848,36.639678955078125,results/evals/sd_zero_order_img_reward/10/2.png
A black colored sandwich.,0.5407829880714417,0.2952,3.387542724609375,34.85411834716797,results/evals/sd_zero_order_img_reward/10/6.png
A black colored sandwich.,0.5407829880714417,0.2952,3.387542724609375,34.85411834716797,results/evals/sd_zero_order_img_reward/10/5.png
A black colored sandwich.,0.7699228525161743,0.305,3.2938590049743652,35.1854248046875,results/evals/sd_zero_order_img_reward/10/11.png
A black colored sandwich.,0.6662752032279968,0.2996,3.530435085296631,34.686241149902344,results/evals/sd_zero_order_img_reward/10/10.png
A black colored sandwich.,0.439007967710495,0.3008,3.43813419342041,36.052764892578125,results/evals/sd_zero_order_img_reward/10/3.png
A black colored sandwich.,0.4912574589252472,0.3115,2.9497194290161133,36.35973358154297,results/evals/sd_zero_order_img_reward/10/4.png
A black colored sandwich.,0.6662752032279968,0.2996,3.530435085296631,34.686241149902344,results/evals/sd_zero_order_img_reward/10/8.png
A black colored sandwich.,0.6662752032279968,0.2996,3.530435085296631,34.686241149902344,results/evals/sd_zero_order_img_reward/10/7.png
A black colored sandwich.,0.6662752032279968,0.2996,3.530435085296631,34.686241149902344,results/evals/sd_zero_order_img_reward/10/9.png
A black colored sandwich.,0.7699228525161743,0.305,3.2938590049743652,35.1854248046875,results/evals/sd_zero_order_img_reward/10/15.png
An orange colored sandwich.,0.9539158940315247,0.2874,3.443512439727783,31.343936920166016,results/evals/sd_zero_order_img_reward/11/max.png
An orange colored sandwich.,0.22857758402824402,0.2825,4.1881513595581055,30.37685775756836,results/evals/sd_zero_order_img_reward/11/baseline.png
An orange colored sandwich.,0.9539158940315247,0.2874,3.443512439727783,31.343936920166016,results/evals/sd_zero_order_img_reward/11/14.png
An orange colored sandwich.,0.9539158940315247,0.2874,3.443512439727783,31.343936920166016,results/evals/sd_zero_order_img_reward/11/13.png
An orange colored sandwich.,0.9539158940315247,0.2874,3.443512439727783,31.343936920166016,results/evals/sd_zero_order_img_reward/11/12.png
An orange colored sandwich.,0.22857758402824402,0.2825,4.1881513595581055,30.37685775756836,results/evals/sd_zero_order_img_reward/11/0.png
An orange colored sandwich.,0.8237813115119934,0.2898,3.998903274536133,28.25130844116211,results/evals/sd_zero_order_img_reward/11/1.png
An orange colored sandwich.,0.8298246264457703,0.3093,4.484221935272217,30.3563289642334,results/evals/sd_zero_order_img_reward/11/2.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/6.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/5.png
An orange colored sandwich.,0.9539158940315247,0.2874,3.443512439727783,31.343936920166016,results/evals/sd_zero_order_img_reward/11/11.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/10.png
An orange colored sandwich.,0.9040021896362305,0.3074,3.7534055709838867,32.0345344543457,results/evals/sd_zero_order_img_reward/11/3.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/4.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/8.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/7.png
An orange colored sandwich.,0.9057769179344177,0.2935,3.362611770629883,31.363534927368164,results/evals/sd_zero_order_img_reward/11/9.png
An orange colored sandwich.,0.9539158940315247,0.2874,3.443512439727783,31.343936920166016,results/evals/sd_zero_order_img_reward/11/15.png
A pink colored giraffe.,1.5331627130508423,0.3103,4.18118143081665,33.612857818603516,results/evals/sd_zero_order_img_reward/12/max.png
A pink colored giraffe.,1.2906486988067627,0.3025,4.027783393859863,33.52032470703125,results/evals/sd_zero_order_img_reward/12/baseline.png
A pink colored giraffe.,1.5331627130508423,0.3103,4.18118143081665,33.612857818603516,results/evals/sd_zero_order_img_reward/12/14.png
A pink colored giraffe.,1.5331627130508423,0.3103,4.18118143081665,33.612857818603516,results/evals/sd_zero_order_img_reward/12/13.png
A pink colored giraffe.,1.5331627130508423,0.3103,4.18118143081665,33.612857818603516,results/evals/sd_zero_order_img_reward/12/12.png
