prompt,baseline,best
"A vehicle composed of two wheels held in a frame one behind the other, propelled by pedals and steered with handlebars attached to the front wheel.",-1.0114943981170654,0.8657355308532715
A white car and a red sheep.,-1.7001051902770996,1.9287418127059937
A white colored sandwich.,0.017892736941576004,0.3671582043170929
A wine glass on top of a dog.,-1.3989191055297852,1.8119804859161377
A yellow and black bus cruising through the rainforest.,1.8732528686523438,1.9728723764419556
A yellow book and a red vase.,1.4115126132965088,1.9784096479415894
A yellow colored giraffe.,-1.445781946182251,0.39456450939178467
A zebra to the right of a fire hydrant.,-0.5886555314064026,1.8325350284576416
A zebra underneath a broccoli.,0.7026273012161255,1.8079243898391724
Abraham Lincoln touches his toes while George Washington does chin-ups. Lincoln is barefoot. Washington is wearing boots.,-0.7621279954910278,0.6983241438865662
Acersecomicke.,-1.390213966369629,0.01633533462882042
"An American multinational technology company that focuses on artificial intelligence, search engine, online advertising, cloud computing, computer software, quantum computing, e-commerce, and consumer electronics.",-0.6094695925712585,0.998902440071106
"An IT-guy trying to fix hardware of a PC tower is being tangled by the PC cables like Laokoon. Marble, copy after Hellenistic original from ca. 200 BC. Found in the Baths of Trajan, 1506.",-0.6846582293510437,1.9180251359939575
An ancient Egyptian painting depicting an argument over whose turn it is to take out the trash.,0.36455756425857544,1.2074562311172485
An appliance or compartment which is artificially kept cool and used to store food and drink.,-0.34474843740463257,1.6450011730194092
An elephant is behind a tree. You can see the trunk on one side and the back legs on the other.,0.7634873390197754,1.6951806545257568
An elephant under the sea.,0.9354257583618164,1.6063276529312134
"An emoji of a baby panda wearing a red hat, blue gloves, green shirt, and blue pants.",-1.9237282276153564,1.5295319557189941
"An emoji of a baby panda wearing a red hat, green gloves, red shirt, and green pants.",-0.6093056797981262,1.0746512413024902
An illustration of a large red elephant sitting on a small blue mouse.,-1.8353675603866577,-0.476117879152298
An illustration of a small green elephant standing behind a large red mouse.,-1.005116581916809,0.5602095127105713
"An instqrumemnt used for cutting cloth, paper, axdz othr thdin mteroial, consamistng of two blades lad one on tvopb of the other and fhastned in tle mixdqdjle so as to bllow them txo be pened and closed by thumb and fitngesr inserted tgrough rings on kthe end oc thei vatndlzes.",-0.5659787058830261,1.0681005716323853
"An instrument used for cutting cloth, paper, and other thin material, consisting of two blades laid one on top of the other and fastened in the middle so as to allow them to be opened and closed by a thumb and finger inserted through rings on the end of their handles.",-0.5420756340026855,1.2534385919570923
An oil painting of a couple in formal evening wear going home get caught in a heavy downpour with no umbrellas.,1.3358573913574219,1.7379595041275024
An oil painting portrait of the regal Burger King posing with a Whopper.,-0.9321435689926147,1.3270258903503418
"An old photograph of a 1920s airship shaped like a pig, floating over a wheat field.",0.5165092945098877,1.7219778299331665
An orange colored sandwich.,0.2285783439874649,0.9105184674263
"An organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.",0.5276721715927124,1.1706923246383667
An umbrella on top of a spoon.,-1.2663811445236206,1.8097327947616577
Artophagous.,-1.0244702100753784,1.0728384256362915
Backlotter.,-1.4917473793029785,-0.6851302981376648
Bzaseball galove.,0.48870885372161865,1.1786075830459595
Colouring page of large cats climbing the eifel tower in a cyberpunk future.,-1.1844104528427124,1.399330496788025
Darth Vader playing with raccoon in Mars during sunset.,1.4784146547317505,1.8965504169464111
Dininrg tablez.,-0.5296546816825867,0.43228408694267273
Five cars on the street.,0.30381062626838684,1.3064160346984863
Five dogs on the street.,0.7447468042373657,1.858059287071228
Four cars on the street.,0.6818830966949463,1.4656739234924316
Four dogs on the street.,1.1327180862426758,1.6430416107177734
Greek statue of a man tripping over a cat.,0.9678208827972412,1.8478446006774902
Hovering cow abducting aliens.,-0.22103635966777802,1.9300214052200317
Hyper-realistic photo of an abandoned industrial site during a storm.,1.2112408876419067,1.3693584203720093
Illustration of a mouse using a mushroom as an umbrella.,0.32592543959617615,1.9567257165908813
"In late afternoon in January in New England, a man stands in the shadow of a maple tree.",0.08716496080160141,1.714383602142334
Jentacular.,-2.2534141540527344,1.0527704954147339
Lego Arnold Schwarzenegger.,1.7404253482818604,1.9026365280151367
Matutinal.,0.12240450829267502,1.6344112157821655
McDonalds Church.,-1.6980371475219727,1.625817894935608
New York Skyline with 'Deep Learning' written with fireworks on the sky.,0.8216516971588135,1.8615899085998535
New York Skyline with 'Diffusion' written with fireworks on the sky.,1.2621955871582031,1.583087682723999
New York Skyline with 'Google Brain Toronto' written with fireworks on the sky.,0.3911037743091583,1.5627728700637817
New York Skyline with 'Google Research Pizza Cafe' written with fireworks on the sky.,-1.6915624141693115,1.8691223859786987
New York Skyline with 'Hello World' written with fireworks on the sky.,0.918251633644104,1.7024390697479248
New York Skyline with 'NeurIPS' written with fireworks on the sky.,0.9303539991378784,1.3010777235031128
New York Skyline with 'Text to Image' written with fireworks on the sky.,0.8872330188751221,1.435259222984314
Octothorpe.,-2.1785593032836914,0.70075923204422
One car on the street.,0.9661575555801392,1.5113023519515991
One cat and one dog sitting on the grass.,-0.23778264224529266,1.650708556175232
One cat and three dogs sitting on the grass.,1.2614188194274902,1.7223528623580933
One cat and two dogs sitting on the grass.,-1.1290267705917358,1.6817444562911987
One dog on the street.,0.6564120054244995,1.4336987733840942
Pafrking metr.,-1.1652377843856812,-0.8329141736030579
Painting of Mona Lisa but the view is from behind of Mona Lisa.,1.4481528997421265,1.7632416486740112
"Painting of the orange cat Otto von Garfield, Count of Bismarck-Schönhausen, Duke of Lauenburg, Minister-President of Prussia. Depicted wearing a Prussian Pickelhaube and eating his favorite meal - lasagna.",-0.21185584366321564,1.9005111455917358
Paying for a quarter-sized pizza with a pizza-sized quarter.,-0.23634614050388336,1.8574280738830566
Peristeronic.,0.2155657559633255,0.9261701703071594
Photo of a cat singing in a barbershop quartet.,-0.33035463094711304,1.9143640995025635
Photo of a mega Lego space station inside a kid's bedroom.,0.054262783378362656,1.2509374618530273
Photo of an athlete cat explaining it's latest scandal at a press conference to journalists.,-0.15190303325653076,1.7733211517333984
Rainbow coloured penguin.,0.861153781414032,1.8999897241592407
Rbefraigerator.,-1.006094217300415,0.7661097049713135
"Supreme Court Justices play a baseball game with the FBI. The FBI is at bat, the justices are on the field.",-1.003933072090149,1.03567636013031
Tcennis rpacket.,-0.4596124291419983,0.7711231112480164
Three cars on the street.,1.0370169878005981,1.4847123622894287
Three cats and one dog sitting on the grass.,1.1463390588760376,1.8108651638031006
Three cats and three dogs sitting on the grass.,1.3751444816589355,1.8844215869903564
Three cats and two dogs sitting on the grass.,0.05943615734577179,1.876434087753296
Three dogs on the street.,0.23113669455051422,1.637220025062561
Two cars on the street.,0.939832866191864,1.5383586883544922
Two cats and one dog sitting on the grass.,-0.8013421297073364,1.884073257446289
Two cats and three dogs sitting on the grass.,1.5852093696594238,1.740835189819336
Two cats and two dogs sitting on the grass.,-0.5030661225318909,1.8268176317214966
Two dogs on the street.,-0.0376717783510685,1.168253779411316
