prompt,highest_score_img_reward,lowest_score_img_reward,baseline_score_img_reward,highest_score_hpsv,lowest_score_hpsv,baseline_score_hpsv,highest_score_clip,lowest_score_clip,baseline_score_clip,highest_score_aesthetic,lowest_score_aesthetic,baseline_score_aesthetic
A shark in the desert.,1.8993122577667236,1.757609724998474,1.7938038110733032,0.3148149251937866,0.31632304191589355,0.30619072914123535,28.73197364807129,30.25035858154297,29.121448516845703,3.5390491485595703,4.059783458709717,3.496140480041504
An elephant under the sea.,1.8147002458572388,1.6249209642410278,1.7389062643051147,0.31218421459198,0.3191571831703186,0.3067987263202667,28.11162757873535,26.702299118041992,28.32849884033203,3.9674110412597656,4.04169225692749,3.978668689727783
Rainbow coloured penguin.,1.9119036197662351,1.4932461977005005,1.4932461977005005,0.31562861800193787,0.2930891513824463,0.2930891513824463,31.983932495117188,30.20626449584961,30.20626449584961,3.791530132293701,3.745556354522705,3.745556354522705
A fish eating a pelican.,0.7008866667747498,-1.630133867263794,-1.630133867263794,0.2701207101345062,0.2620609998703003,0.2620609998703003,29.68338394165039,26.203950881958008,26.203950881958008,4.018463611602783,3.9392271041870117,3.9392271041870117
One car on the street.,1.2179067134857178,0.5685979127883911,0.5685979127883911,0.2910422086715698,0.2793771028518677,0.2793771028518677,22.725296020507812,22.10377311706543,22.10377311706543,4.109339714050293,3.6833767890930176,3.6833767890930176
Two cars on the street.,1.2806463241577148,-0.422392725944519,-0.422392725944519,0.3014865517616272,0.2717429995536804,0.2717429995536804,25.003202438354492,24.491174697875977,24.491174697875977,3.6373047828674316,3.7553014755249023,3.7553014755249023
Three cars on the street.,1.5244446992874146,0.0709878727793693,0.0709878727793693,0.30457013845443726,0.2786022126674652,0.2786022126674652,25.315608978271484,21.60197639465332,21.60197639465332,4.045752048492432,4.121378421783447,4.121378421783447
Four cars on the street.,1.2400529384613037,-1.2183504104614258,0.5371279120445251,0.29452356696128845,0.26139652729034424,0.2851654291152954,23.21245765686035,21.32276153564453,24.27052879333496,3.6645379066467285,3.327658176422119,4.041348934173584
Five cars on the street.,1.2091811895370483,-0.6738237738609314,0.5703982710838318,0.28448790311813354,0.2714793384075165,0.28516942262649536,22.045032501220703,22.207881927490234,23.520689010620117,4.373425483703613,4.322560787200928,3.7035694122314453
One dog on the street.,1.3531962633132937,0.2932771444320678,1.0672019720077517,0.2929832339286804,0.2890584468841553,0.2913169860839844,25.114765167236328,24.112295150756836,23.48415756225586,4.062529563903809,3.7515931129455566,4.096266746520996
Two dogs on the street.,1.3851491212844849,0.5236133933067322,1.3405578136444092,0.2945135831832886,0.2950286269187927,0.3033756911754608,27.217676162719727,27.574626922607422,27.073205947875977,3.641678810119629,3.92856502532959,3.7212624549865723
Three dogs on the street.,1.4337711334228516,-0.1282267868518829,-0.1282267868518829,0.31630516052246094,0.2871546745300293,0.2871546745300293,29.279190063476562,21.97313690185547,21.97313690185547,4.070849418640137,4.181389331817627,4.181389331817627
Four dogs on the street.,1.6104085445404053,1.1017065048217771,1.308311939239502,0.29842883348464966,0.29272913932800293,0.30246052145957947,25.936796188354492,27.09676170349121,27.474288940429688,4.160146236419678,4.166321754455566,3.7989864349365234
Five dogs on the street.,1.606344223022461,0.991558313369751,1.4044190645217896,0.31329888105392456,0.2914188504219055,0.31669485569000244,26.63434600830078,26.13416290283203,28.456314086914062,4.011771202087402,4.051973342895508,4.091985702514648
One cat and one dog sitting on the grass.,1.6894222497940063,0.1308051347732544,0.7823777198791504,0.3057120442390442,0.2900010943412781,0.2997264862060547,28.43442726135254,26.473529815673828,28.371187210083008,3.7997822761535645,3.8301210403442383,3.9320058822631836
One cat and two dogs sitting on the grass.,1.6061261892318726,-0.0741436928510665,1.267733454704285,0.3020569682121277,0.2929292619228363,0.3146194815635681,29.732513427734375,27.463415145874023,29.70208168029785,3.5875697135925293,3.8031864166259766,3.7527265548706055
One cat and three dogs sitting on the grass.,1.7094802856445312,0.4712062776088714,0.4712062776088714,0.31018486618995667,0.29453831911087036,0.29453831911087036,29.087045669555664,31.037065505981445,31.037065505981445,3.8018083572387695,3.975137233734131,3.975137233734131
Two cats and one dog sitting on the grass.,1.7744269371032717,-0.2239883840084076,1.6247214078903198,0.31114107370376587,0.30756258964538574,0.3031890392303467,30.90152359008789,31.04294776916504,27.91094398498535,3.6342339515686035,4.014781475067139,3.677804946899414
Two cats and two dogs sitting on the grass.,1.709901213645935,-0.8947312831878662,0.6808871030807495,0.30695438385009766,0.2845940589904785,0.3040789067745209,29.72759246826172,24.2387638092041,29.99708366394043,3.9712610244750977,3.878243923187256,3.9715518951416016
Two cats and three dogs sitting on the grass.,1.7816014289855957,0.0766380429267883,0.0766380429267883,0.3038508892059326,0.29070183634757996,0.29070183634757996,27.538421630859375,27.173913955688477,27.173913955688477,3.930973529815674,3.788763999938965,3.788763999938965
Three cats and one dog sitting on the grass.,1.8287371397018433,-0.2871345281600952,0.8553807735443115,0.30711448192596436,0.29703301191329956,0.2943834364414215,27.177532196044922,28.61466407775879,30.79427719116211,4.1436848640441895,4.321401596069336,4.164768218994141
Three cats and two dogs sitting on the grass.,1.7605656385421753,-0.2263981401920318,1.7605656385421753,0.31325414776802063,0.29312145709991455,0.31325414776802063,30.706491470336914,29.00982666015625,30.706491470336914,3.8847570419311523,3.6668028831481934,3.8847570419311523
Three cats and three dogs sitting on the grass.,1.855861783027649,0.1165322288870811,1.35217022895813,0.3010655343532562,0.2897799015045166,0.2991277873516083,28.162437438964844,28.919931411743164,28.518768310546875,4.235256671905518,4.247342586517334,4.23524284362793
A triangular purple flower pot. A purple flower pot in the shape of a triangle.,1.8383264541625977,-1.239001989364624,-1.239001989364624,0.31484758853912354,0.29289352893829346,0.29289352893829346,36.49507522583008,31.04757308959961,31.04757308959961,3.5028634071350098,3.2812418937683105,3.2812418937683105
A triangular orange picture frame. An orange picture frame in the shape of a triangle.,1.891490578651428,-1.2522839307785034,-1.2522839307785034,0.2996937036514282,0.2718566358089447,0.2718566358089447,36.802364349365234,27.11682891845703,27.11682891845703,3.6454553604125977,3.284135341644287,3.284135341644287
A triangular pink stop sign. A pink stop sign in the shape of a triangle.,1.0861670970916748,-0.9172267317771912,0.7994128465652466,0.29863831400871277,0.280103862285614,0.2927073836326599,34.82430648803711,27.126707077026367,32.75574493408203,3.516998291015625,3.757493495941162,3.2370047569274902
A cube made of denim. A cube with the texture of denim.,1.8992953300476072,0.1777568310499191,0.1777568310499191,0.2813621759414673,0.27983057498931885,0.27983057498931885,29.805883407592773,27.709718704223633,27.709718704223633,3.5806756019592285,3.4527201652526855,3.4527201652526855
A sphere made of kitchen tile. A sphere with the texture of kitchen tile.,1.4919544458389282,-0.2434906065464019,0.3442318439483642,0.27400118112564087,0.26243919134140015,0.26368576288223267,26.37950325012207,25.505300521850586,26.13399314880371,3.9515552520751953,3.4575138092041016,3.639998435974121
A cube made of brick. A cube with the texture of brick.,1.710278034210205,1.0615730285644531,1.3525956869125366,0.29014885425567627,0.274623304605484,0.28504759073257446,29.1991024017334,28.754404067993164,28.260391235351562,3.8688063621520996,3.819925308227539,3.798534870147705
A collection of nail is sitting on a table.,0.4343410730361938,-1.637176752090454,-0.2021936476230621,0.27862095832824707,0.2742730677127838,0.2809789776802063,24.71131706237793,23.142290115356445,26.55190086364746,3.882385730743408,4.288871765136719,3.6779184341430664
A single clock is sitting on a table.,1.2384082078933716,0.7964223623275757,1.1057419776916504,0.3021189570426941,0.2961324155330658,0.3122878968715668,21.232282638549805,22.00210189819336,21.05536460876465,3.7152786254882812,3.7553248405456543,3.9385437965393066
A couple of glasses are sitting on a table.,0.9028069972991944,0.1835354268550872,0.6885846853256226,0.2903166115283966,0.28499019145965576,0.28969040513038635,22.55155372619629,21.372472763061523,21.901309967041016,3.684506893157959,3.612964630126953,3.8264641761779785
An illustration of a large red elephant sitting on a small blue mouse.,-0.5814158320426941,-1.8529198169708252,-1.8529198169708252,0.31296253204345703,0.3021128177642822,0.3021128177642822,31.53737449645996,28.063356399536133,28.063356399536133,3.5208234786987305,3.462522506713867,3.462522506713867
An illustration of a small green elephant standing behind a large red mouse.,1.6800239086151123,-0.3556418418884277,0.7517170906066895,0.32775887846946716,0.3142893314361572,0.32685214281082153,33.02923583984375,31.540903091430664,34.99786376953125,3.6184825897216797,3.5252180099487305,3.8526253700256348
A small blue book sitting on a large red book.,1.6120645999908447,0.9087542295455932,0.9087542295455932,0.29567158222198486,0.29277366399765015,0.29277366399765015,30.379234313964844,29.583778381347656,29.583778381347656,3.985417366027832,3.4920434951782227,3.4920434951782227
"A stack of 3 plates. A blue plate is on the top, sitting on a blue plate. The blue plate is in the middle, sitting on a green plate. The green plate is on the bottom.",0.5999935269355774,-1.582412600517273,-0.9393375515937804,0.28359484672546387,0.26516157388687134,0.2650468945503235,28.39394760131836,30.53989601135254,28.011436462402344,4.328575134277344,4.261814117431641,4.567211627960205
"A stack of 3 cubes. A red cube is on the top, sitting on a red cube. The red cube is in the middle, sitting on a green cube. The green cube is on the bottom.",1.755454421043396,-0.1284924149513244,-0.1284924149513244,0.2917340397834778,0.2845994830131531,0.2845994830131531,31.124969482421875,32.50419998168945,32.50419998168945,3.9229068756103516,3.743347644805908,3.743347644805908
"A stack of 3 books. A green book is on the top, sitting on a red book. The red book is in the middle, sitting on a blue book. The blue book is on the bottom.",1.45689058303833,-1.2498838901519775,0.5559691190719604,0.2761813700199127,0.2549121081829071,0.28167325258255005,26.430376052856445,22.55097198486328,23.77499008178711,3.5042285919189453,3.7366743087768555,4.191108703613281
"An emoji of a baby panda wearing a red hat, green gloves, red shirt, and green pants.",1.919428825378418,0.9453017115592957,0.9453017115592957,0.31177669763565063,0.30129075050354004,0.30129075050354004,31.88517951965332,30.435590744018555,30.435590744018555,3.590395927429199,3.389728546142578,3.389728546142578
"An emoji of a baby panda wearing a red hat, blue gloves, green shirt, and blue pants.",1.8203601837158203,0.4334868192672729,0.4334868192672729,0.30052450299263,0.3013513386249542,0.3013513386249542,29.483863830566406,33.339569091796875,33.339569091796875,3.4724950790405273,2.9227304458618164,2.9227304458618164
A fisheye lens view of a turtle sitting in a forest.,1.7662417888641355,0.9054648876190186,1.1677579879760742,0.29066306352615356,0.28113967180252075,0.29605579376220703,34.0906867980957,35.41351318359375,33.35093688964844,4.766608238220215,3.890395164489746,4.405759334564209
A side view of an owl sitting in a field.,1.319447040557861,0.1250103265047073,1.1893166303634644,0.31207144260406494,0.3065219819545746,0.3066985011100769,28.002004623413086,29.371240615844727,27.223535537719727,3.8392229080200195,3.931652545928955,4.113229274749756
A cross-section view of a brain.,0.6264806985855103,0.0957579240202903,0.4514593482017517,0.285950243473053,0.27084964513778687,0.2754340171813965,22.16019630432129,22.821752548217773,22.874652862548828,4.4488525390625,3.850832939147949,4.1175432205200195
"A vehicle composed of two wheels held in a frame one behind the other, propelled by pedals and steered with handlebars attached to the front wheel.",0.8998237252235413,0.0334845557808876,0.6600362658500671,0.2614009380340576,0.2644270062446594,0.2641009986400604,20.19346809387207,22.16929817199707,20.103578567504883,3.730191707611084,4.098954200744629,3.623330593109131
"A large motor vehicle carrying passengers by road, typically one serving the public on a fixed route and for a fare.",0.5470107197761536,-0.2086297422647476,0.1116793900728225,0.27775201201438904,0.28318530321121216,0.2853420376777649,23.785520553588867,22.876604080200195,23.216716766357422,3.8335113525390625,3.748096466064453,3.8694205284118652
"A small vessel propelled on water by oars, sails, or an engine.",0.8294951319694519,-0.1533162742853164,0.640119194984436,0.2926419675350189,0.29230284690856934,0.2891919016838074,24.802881240844727,25.267534255981445,24.751266479492188,4.300238132476807,4.079148769378662,4.260216236114502
A connection point by which firefighters can tap into a water supply.,0.9600105285644532,-0.7281936407089233,-0.7281936407089233,0.2746967673301697,0.26116007566452026,0.26116007566452026,21.467287063598633,20.24424171447754,20.24424171447754,3.4621572494506836,4.3380866050720215,4.3380866050720215
"A machine next to a parking space in a street, into which the driver puts money so as to be authorized to park the vehicle for a particular length of time.",1.274153232574463,0.2688743472099304,0.8982527256011963,0.27434244751930237,0.2712656557559967,0.2810439467430115,25.480266571044922,25.807483673095703,29.3371524810791,3.457498550415039,3.9380745887756348,3.674757480621338
"A device consisting of a circular canopy of cloth on a folding metal frame supported by a central rod, used as protection against rain or sometimes sun.",0.9164271354675292,0.1423407793045044,0.1423407793045044,0.294641375541687,0.28402572870254517,0.28402572870254517,28.129728317260742,28.03375244140625,28.03375244140625,3.766904830932617,4.1783342361450195,4.1783342361450195
"A separate seat for one person, typically with a back and four legs.",0.6139559745788574,-0.4525008499622345,0.5235764384269714,0.2765626907348633,0.2664029896259308,0.2761962115764618,17.429443359375,22.36602783203125,18.551280975341797,3.8287858963012695,3.164834499359131,3.8933353424072266
An appliance or compartment which is artificially kept cool and used to store food and drink.,1.5797345638275146,0.99801367521286,0.99801367521286,0.3056384325027466,0.2798166573047638,0.2798166573047638,27.140342712402344,25.083341598510742,25.083341598510742,3.5249481201171875,4.376711845397949,4.376711845397949
A mechanical or electrical device for measuring time.,1.03384268283844,0.3283756375312805,0.3283756375312805,0.2746066451072693,0.27319732308387756,0.27319732308387756,24.05083656311035,22.85208511352539,22.85208511352539,3.5775632858276367,3.719597339630127,3.719597339630127
"An instrument used for cutting cloth, paper, and other thin material, consisting of two blades laid one on top of the other and fastened in the middle so as to allow them to be opened and closed by a thumb and finger inserted through rings on the end of their handles.",0.1853639036417007,-1.2445309162139893,-0.2293314486742019,0.25443097949028015,0.240563303232193,0.2697596549987793,21.3684139251709,19.52328872680664,21.546552658081055,4.238704204559326,3.566331386566162,4.004493236541748
"A large plant-eating domesticated mammal with solid hoofs and a flowing mane and tail, used for riding, racing, and to carry and pull loads.",1.7306642532348633,1.3475370407104492,1.6117504835128784,0.2979239821434021,0.2891131639480591,0.29682081937789917,25.910877227783203,23.3656063079834,24.97747230529785,3.706056594848633,4.091646671295166,3.980221748352051
A long curved fruit which grows in clusters and has soft pulpy flesh and yellow skin when ripe.,1.3848793506622314,-1.4266948699951172,-0.0899926871061325,0.26589351892471313,0.24719808995723724,0.2520722448825836,26.858131408691406,19.362518310546875,24.237045288085938,3.2991790771484375,3.8742384910583496,3.7609996795654297
"A small domesticated carnivorous mammal with soft fur, a short snout, and retractable claws. It is widely kept as a pet or for catching mice, and many breeds have been developed.",1.499354600906372,0.2693675458431244,0.974814474582672,0.2750770151615143,0.26748546957969666,0.2730497717857361,26.739355087280273,25.40162467956543,26.406606674194336,3.617710590362549,3.429922103881836,3.5583786964416504
"A domesticated carnivorous mammal that typically has a long snout, an acute sense of smell, nonretractable claws, and a barking, howling, or whining voice.",1.7084102630615234,0.7602487802505493,1.5220296382904053,0.2680510878562927,0.26511073112487793,0.27502506971359253,23.83196258544922,22.862525939941406,23.695919036865234,3.9880776405334473,3.2053709030151367,3.637686252593994
"An organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.",0.7643982768058777,-1.00912606716156,-1.00912606716156,0.2607949674129486,0.24836373329162598,0.24836373329162598,25.587614059448242,22.2191104888916,22.2191104888916,3.210813045501709,4.397599220275879,4.397599220275879
"An American multinational technology company that focuses on artificial intelligence, search engine, online advertising, cloud computing, computer software, quantum computing, e-commerce, and consumer electronics.",0.9905275106430054,0.4193001389503479,0.7527217268943787,0.26559361815452576,0.2689076364040375,0.2636359930038452,21.406021118164062,19.201725006103516,20.433778762817383,4.253515720367432,4.202268600463867,4.356802463531494
"A large keyboard musical instrument with a wooden case enclosing a soundboard and metal strings, which are struck by hammers when the keys are depressed. The strings' vibration is stopped by dampers when the keys are released and can be regulated for length and volume by two or three pedals.",0.9683692455291748,-0.273870050907135,0.2098930180072784,0.2831844985485077,0.2659483551979065,0.27141278982162476,26.156606674194336,20.317909240722656,27.50250244140625,3.9564805030822754,3.1792025566101074,3.387880325317383
"A type of digital currency in which a record of transactions is maintained and new units of currency are generated by the computational solution of mathematical problems, and which operates independently of a central bank.",0.3779512345790863,-0.7053062915802002,-0.043452400714159,0.27187877893447876,0.258156418800354,0.26908373832702637,25.201810836791992,22.921104431152344,25.190004348754883,4.305891036987305,4.660197734832764,4.057539463043213
"A large thick-skinned semiaquatic African mammal, with massive jaws and large tusks.",1.2612098455429075,0.0723224505782127,1.1474672555923462,0.2794697880744934,0.286245197057724,0.28943657875061035,27.09682273864746,25.149194717407227,26.005525588989258,3.717620849609375,3.7036843299865723,3.9117536544799805
A machine resembling a human being and able to replicate certain human movements and functions automatically.,1.640375018119812,0.8020679950714111,1.4645531177520752,0.27919742465019226,0.2801210284233093,0.27538394927978516,25.610734939575195,26.081998825073242,25.03090476989746,3.7754878997802734,3.690643310546875,3.79508113861084
Paying for a quarter-sized pizza with a pizza-sized quarter.,0.6084564924240112,-0.9261537194252014,-0.9261537194252014,0.26788797974586487,0.267183780670166,0.267183780670166,21.140409469604492,24.341672897338867,24.341672897338867,4.026193618774414,3.8708081245422363,3.8708081245422363
An oil painting of a couple in formal evening wear going home get caught in a heavy downpour with no umbrellas.,1.6736904382705688,1.2279144525527954,1.4323772192001345,0.3106044828891754,0.29624199867248535,0.30383574962615967,32.22065734863281,34.29561996459961,32.761783599853516,4.138773441314697,4.169320106506348,4.019839286804199
"A grocery store refrigerator has pint cartons of milk on the top shelf, quart cartons on the middle shelf, and gallon plastic jugs on the bottom shelf.",0.7194667458534241,-1.416232347488403,-1.416232347488403,0.26723432540893555,0.25868967175483704,0.25868967175483704,29.096656799316406,26.95562744140625,26.95562744140625,3.5265283584594727,4.364327907562256,4.364327907562256
"In late afternoon in January in New England, a man stands in the shadow of a maple tree.",1.91803240776062,1.618239402770996,1.6272742748260498,0.2834380865097046,0.2741568684577942,0.27666977047920227,32.936614990234375,31.99755859375,27.508636474609375,3.8455843925476074,3.6180434226989746,3.6818971633911133
An elephant is behind a tree. You can see the trunk on one side and the back legs on the other.,1.6649237871170044,1.010144591331482,1.0986804962158203,0.3108922243118286,0.30637791752815247,0.3098793029785156,25.282522201538086,26.992788314819336,27.48687171936035,3.971996784210205,3.9151906967163086,3.8668479919433594
A tomato has been put on top of a pumpkin on a kitchen stool. There is a fork sticking into the pumpkin. The scene is viewed from above.,1.4586900472640991,-1.9844268560409544,-1.9844268560409544,0.28920894861221313,0.2572116255760193,0.2572116255760193,31.3299560546875,23.36023712158203,23.36023712158203,3.7030372619628906,3.307593822479248,3.307593822479248
A pear cut into seven pieces arranged in a ring.,1.8415955305099487,-2.0565943717956543,-1.6194040775299072,0.27616846561431885,0.2428179830312729,0.25317054986953735,26.89899444580078,22.83711814880371,23.31744956970215,3.781665802001953,3.5571789741516113,3.3601622581481934
"A donkey and an octopus are playing a game. The donkey is holding a rope on one end, the octopus is holding onto the other. The donkey holds the rope in its mouth. A cat is jumping over the rope.",1.6392860412597656,-0.1646174043416977,1.6392860412597656,0.29404065012931824,0.27442607283592224,0.29404065012931824,30.85791778564453,25.502641677856445,30.85791778564453,3.9487948417663574,3.4214930534362793,3.9487948417663574
"Supreme Court Justices play a baseball game with the FBI. The FBI is at bat, the justices are on the field.",0.6793753504753113,-1.6100709438323977,-1.6100709438323977,0.25557011365890503,0.23545388877391815,0.23545388877391815,26.040502548217773,28.131559371948242,28.131559371948242,3.2321581840515137,3.3377275466918945,3.3377275466918945
Abraham Lincoln touches his toes while George Washington does chin-ups. Lincoln is barefoot. Washington is wearing boots.,0.9952886700630188,-0.419857919216156,0.0083472440019249,0.2638441324234009,0.25708726048469543,0.25992000102996826,27.227487564086914,21.947744369506836,24.421056747436523,3.855867862701416,3.6556992530822754,4.013076305389404
Tcennis rpacket.,-0.3899615705013275,-1.1937021017074585,-0.6883582472801208,0.24425487220287323,0.23822569847106934,0.24449560046195984,14.37592601776123,14.264554977416992,14.180088996887207,4.325699806213379,4.332508563995361,4.010461330413818
Bzaseball galove.,0.946922779083252,-0.826941967010498,0.397939383983612,0.2615335285663605,0.2403581440448761,0.2557315230369568,15.776041984558105,15.69378662109375,17.69940757751465,4.045909404754639,4.742936134338379,4.059363842010498
Rbefraigerator.,-0.1273817867040634,-1.8027070760726929,-1.2064586877822876,0.260305792093277,0.2602691054344177,0.2572418749332428,13.229925155639648,15.809480667114258,15.872108459472656,3.709615707397461,3.9444503784179688,3.6667838096618652
Dininrg tablez.,0.0711213648319244,-0.9603018760681152,-0.2648708522319793,0.26301881670951843,0.25001224875450134,0.2555934190750122,17.291898727416992,15.611052513122559,17.85053253173828,4.198850154876709,3.8324766159057617,3.931844711303711
